Instruction,pfIssued,pfInCache,overallMisses,overallHits,overallAccesses,unusedPrefetches
311000015.000000,52180.000000,32349.000000,297831.000000,175651.000000,118991861.000000,49360.000000
312000018.000000,56495.000000,47730.000000,276866.000000,180839.000000,119449566.000000,50715.000000
313004399.000000,52418.000000,32387.000000,299847.000000,176074.000000,119925487.000000,49594.000000
314000006.000000,54539.000000,41857.000000,289326.000000,174506.000000,120389319.000000,50618.000000
315002483.000000,57526.000000,52343.000000,272521.000000,183312.000000,120845152.000000,50904.000000
316000014.000000,52319.000000,32369.000000,291401.000000,178403.000000,121314956.000000,49412.000000
317002175.000000,52321.000000,32182.000000,292828.000000,177475.000000,121785259.000000,48832.000000
318000002.000000,57126.000000,47689.000000,268419.000000,186240.000000,122239918.000000,50588.000000
319000002.000000,52970.000000,31243.000000,292199.000000,181098.000000,122713215.000000,50318.000000
320000003.000000,53352.000000,31234.000000,288831.000000,181955.000000,123184001.000000,50642.000000
321002231.000000,57084.000000,46297.000000,277069.000000,185143.000000,123646213.000000,50914.000000
322000672.000000,52171.000000,32630.000000,290726.000000,175681.000000,124112620.000000,49410.000000
323003600.000000,52613.000000,30059.000000,295484.000000,177087.000000,124585191.000000,49267.000000
324000003.000000,55199.000000,41310.000000,278530.000000,180185.000000,125043906.000000,49280.000000
325000013.000000,53834.000000,37477.000000,288513.000000,178084.000000,125510503.000000,50197.000000
326003827.000000,50771.000000,32099.000000,295226.000000,173826.000000,125979555.000000,47335.000000
327000021.000000,52168.000000,33462.000000,293930.000000,175465.000000,126448950.000000,47966.000000
